Kenya,2022,0.00
Kenya,2021,0.00
Kenya,2020,0.01
Kenya,2019,0.05
Kenya,2018,0.00
Kenya,2017,0.03
Kenya,2016,0.03
Kenya,2015,0.08
Kenya,2014,0.01
Kenya,2013,0.08
Kenya,2012,0.03
Kenya,2011,0.01
Kenya,2010,0.09
Kenya,2009,0.01
Kenya,2008,0.05
Kenya,2007,0.06
Kenya,2006,0.00
Kenya,2005,0.01
Kenya,2004,0.00
Kenya,2003,0.00
Kenya,2002,0.00
